,Address,deals2,Tenant,Landlord,Borough,Size,deals7,deals8,Neighborhood,Event Date,Tenant Rep. Agent,Landlord Rep. Agent,Event,Publication Date,Tenant Rep. Firm,Landlord Rep. Firm,,,
6356,519 Eighth Avenue,,Designer's Way,,Manhattan,3894,,,Hudson Yards,06/22/2009,Steve Jun,"Steven Kaufman, Barbara Raskob",Retail Leasing,08/01/2009,Manhattan Commercial Realty,Kaufman Organization,,,
6357,284 Fifth Avenue,,Estex,Empire State Realty Trust,Manhattan,3100,,,NoMad,06/22/2009,"Jeff Winick, Hal Shapiro","Jeff Winick, Hal Shapiro",Retail Leasing,08/01/2009,Winick Realty Group,Winick Realty Group,,,
6358,171 Lenox Avenue,,N Harlem New York,,Manhattan,2500,,,Central Harlem,06/22/2009,"Faith Hope Consolo, Joseph Aquino, Arthur Maglio","Faith Hope Consolo, Joseph Aquino, Arthur Maglio",Retail Leasing,08/01/2009,Douglas Elliman,Douglas Elliman,,,
6359,635 Madison Avenue,,Camper,West Land Corporation,Manhattan,2380,,,Lenox Hill,06/22/2009,Gene Meer,Gene Meer,Retail Leasing,08/01/2009,Friedland Properties,Friedland Properties,,,
6360,176 Franklin Street,,Gary Graham Collection,176 Franklin Associates,Manhattan,2150,,,Tribeca,06/22/2009,Kim Skarvelis,Roxanne Betesh,Retail Leasing,08/01/2009,Cast Iron Real Estate,Sinvin Real Estate,,,
6361,3 East 48th Street,,Perfect Shape Threading Salon,E East 48th Street,Manhattan,2000,,,Plaza District,06/22/2009,,,Retail Leasing,08/01/2009,Lopin Commercial LLC,,,,
6362,216 East 39th Street,,Up Digital Art Studio,,Manhattan,2000,,,Murray Hill,06/22/2009,Max Lu,Max Lu,Retail Leasing,08/01/2009,M Properties Group,M Properties Group,,,
6363,324 West 14th Street,,Basis,Icon Realty Management,Manhattan,1910,,,West Village,06/22/2009,,,Retail Leasing,08/01/2009,Branded Concept Development,,,,
6364,690 Third Avenue,,Five Guys Burgers & Fries,Solil Management,Manhattan,1700,,,Grand Central,06/22/2009,Alexandra Turboff,,Retail Leasing,08/01/2009,Branded Concept Development,In-house,,,
6365,91 Christopher Street,,Il Cantuccio,Osnos/Mayer Trust,Manhattan,1400,,,West Village,06/22/2009,"Amy Zhen, Michele DiBari",Carole Greene,Retail Leasing,08/01/2009,Evans Real Estate,Newmark Grubb Knight Frank,,,
6366,37 North Moore Street,,OTTE,Anandamali,Manhattan,1200,,,Tribeca,06/22/2009,Christopher Johnson,"Roxanne Betesh, Magnolia Martin",Retail Leasing,08/01/2009,Sinvin Real Estate,Sinvin Real Estate,,,
6367,35 West 8th Street,,Garrity Walsh Corporation,35 West 8th Street,Manhattan,1200,,,Greenwich Village,06/22/2009,"Sondra Rappaport, Magnolia Martin","Sondra Rappaport, Magnolia Martin",Retail Leasing,08/01/2009,Sinvin Real Estate,Sinvin Real Estate,,,
6368,112 10th Avenue,,Black,,Manhattan,1070,,,Chelsea,06/22/2009,Aaron Gavios,Howard Aaron,Retail Leasing,08/01/2009,Square Foot Realty,Square Foot Realty,,,
6369,1044 Third Avenue,,Nail Niobe,Trump Organization,Manhattan,1032,,,Lenox Hill,06/22/2009,Diana Boutross,Diana Boutross,Retail Leasing,08/01/2009,Winick Realty Group,Winick Realty Group,,,
6370,198 Elizabeth Street,,Valley,Hollywould,Manhattan,1009,,,Nolita,06/22/2009,Magnolia Martin,Stephen Bellwood,Retail Leasing,08/01/2009,Sinvin Real Estate,Cassidy Turley,,,
6371,114 Ninth Avenue,,Subway,Fortuna Realty Group,Manhattan,950,,,Chelsea,06/22/2009,Josh Singer,"Jeff Winick, Lori Shabtai, Monica Kass, Joshua Singer",Retail Leasing,08/01/2009,Winick Realty Group,Winick Realty Group,,,
6372,36 East 58th Street,,Green Café,,Manhattan,900,,,Plaza District,06/22/2009,,"Gabe Whitman, William Abramson",Retail Leasing,08/01/2009,,Buchbinder & Warren,,,
6373,295 Greenwich Street,,The Little Pie Company,Greenwich Pooh,Manhattan,836,,,Tribeca,06/22/2009,Simone Lillian,Simone Lillian,Retail Leasing,08/01/2009,Sinvin Real Estate,Sinvin Real Estate,,,
6374,1285 Sixth Avenue,,Subway,JLL,Manhattan,800,,,Midtown West,06/22/2009,Josh Singer,Josh Singer,Retail Leasing,08/01/2009,Winick Realty Group,Winick Realty Group,,,
6375,3455 Broadway,,Mayra Costilla,Leor Management,Manhattan,790,,,Hamilton Heights,06/22/2009,Richard Smith,Richard Smith,Retail Leasing,08/01/2009,Winick Realty Group,Winick Realty Group,,,
6376,256 West 15th Street,,Salon III,,Manhattan,750,,,Chelsea,06/22/2009,Jimmy Chow,Amie Claps,Retail Leasing,08/01/2009,CitySites Commercial Group,Lansco,,,
6377,72 West 38th Street,,Culture,Gotham Organization,Manhattan,700,,,Garment District,06/22/2009,"Robert Kaplan, Stuart Morden","Robert Kaplan, Stuart Morden",Retail Leasing,08/01/2009,Newmark Grubb Knight Frank,Newmark Grubb Knight Frank,,,
6378,1609 Second Avenue,,Jock Tamson's Bairns,Via Del Corso,Manhattan,650,,,Yorkville,06/22/2009,Max Lu,Max Lu,Retail Leasing,08/01/2009,M Properties Group,M Properties Group,,,
6379,371 West 34th Street,,Tawa Tandoor,,Manhattan,550,,,Penn Plaza,06/22/2009,Steven Baker,Steven Baker,Retail Leasing,08/01/2009,Winick Realty Group,Winick Realty Group,,,
6380,942 Broadway,,Stop & Go Wireless,,Manhattan,500,,,Flatiron,06/22/2009,Nathan Azizo,"William Bergman, Bruce Spiegel",Retail Leasing,08/01/2009,Dweck Group,Rose Associates,,,
6381,610 Exterior Street,,Conway Stores,Related Companies,Bronx,18000,,,Concourse,06/17/2009,,Peter Ripka,Retail Leasing,08/01/2009,Represented in-house,,,,
6382,685 Washington Avenue,,R. Andrew Heidel Inc.,,Brooklyn,2400,,,Prospect Heights,06/17/2009,,,Retail Leasing,08/01/2009,Ideal Properties Group,,,,
6383,629 Fifth Avenue,,629 Bar,,Brooklyn,1200,,,Sunset Park,06/17/2009,Maria Patricia Slee,,Retail Leasing,08/01/2009,,,,,
6384,35-37 North Moore Street,,OTTE,Anandamali,Manhattan,1200,,,Tribeca,06/17/2009,Christopher Johnson,"Roxanne Betesh, Magnolia Martin",Retail Leasing,08/01/2009,,,,,
6385,472 Bergen Street,,Lululemon USA,,Brooklyn,900,,,Park Slope,06/17/2009,Matthew Chapman,,Retail Leasing,08/01/2009,,,,,
6386,366 Broadway,,Antique Orange,,Manhattan,16750,,,Tribeca,05/22/2009,"Brandon Singer, Ariel Schuster","Brandon Singer, Ariel Schuster",Retail Leasing,07/01/2009,RKF,RKF,,,
6387,545 Madison Avenue,,Oscar Blandi,LCOR,Manhattan,9300,,,Plaza District,05/22/2009,Ross Perlman,"Frank Doyle, Lisa Kiell, David Kleiner, Andrew Flint",Retail Leasing,07/01/2009,Newmark Grubb Knight Frank,JLL,,,
6388,3 Sheridan Square,,Gristedes,Sheridan Owners Corporation,Manhattan,9000,,,West Village,05/22/2009,Jeff Winick,Scott Klasky,Retail Leasing,07/01/2009,Winick Realty Group,Time Equities,,,
6389,140 West 22nd Street,,Dermalogica,,Manhattan,6000,,,Chelsea,05/22/2009,"Alan Bonett, Michael Divaris","Jonathan Krieger, Greg Covey",Retail Leasing,07/01/2009,Divaris Real Estate,RKF,,,
6390,40 Fulton Street,,Rainbow Apparel,Duane Reade,Manhattan,5714,,,Financial District,05/22/2009,"Jeff Winick, Zachary Mishaan","Jeff Winick, Ann La Centra",Retail Leasing,07/01/2009,Winick Realty Group,Winick Realty Group,,,
6391,666 Fifth Avenue,,Abercrombie & Fitch,"Crown Acquisitions, Carlyle Group, Kushner Companies",Manhattan,5400,,,Plaza District,05/22/2009,Laura Pomerantz,"C. Bradley Mendelson, Alan Schmerzler, David Green",Retail Leasing,07/01/2009,PBS Realty Advisors,Cushman & Wakefield,,,
6392,1211 Lexington Avenue,,FedEx Office and Print Services,78 Company,Manhattan,4200,,,Upper East Side,05/22/2009,,"Gary Schwartzman, Justin Miller, Miriam Halpert",Retail Leasing,07/01/2009,,Grubb & Ellis,,,
6393,141 West 36th Street,,Designer Concepts Distribution,Brause Realty,Manhattan,4000,,,Garment District,05/22/2009,,"Corey Abdo, Mitchell Cooperstock",Retail Leasing,07/01/2009,,Winoker Realty,,,
6394,350 Fifth Avenue,,Hospitality Holdings,W&H Properties,Manhattan,3402,,,Garment District,05/22/2009,"Lori Shabtai, Monica Kass","Fred Posniak, Andrew Goldberg, Eric Gelber, Matthew Chmielecki",Retail Leasing,07/01/2009,Winick Realty Group,"W&H Properties, CBRE",,,
6395,126 University Place,,Rehoboth Spa Lounge,Claremont Group,Manhattan,3000,,,Greenwich Village,05/22/2009,"Brandon Singer, Jonathan Krieger","Michael Gleicher, Robert Weber, Jeff Winick",Retail Leasing,07/01/2009,RKF,Winick Realty Group,,,
6396,363 Seventh Avenue,,Café Metro,Empire State Realty Trust,Manhattan,3000,,,Penn Plaza,05/22/2009,Steve Baker,"Jeff Winick, Hal Shapiro",Retail Leasing,07/01/2009,Winick Realty Group,Winick Realty Group,,,
6397,765 Sixth Avenue,,Sunac Organic Deli,767 Avenue of Americas Corporation,Manhattan,2786,,,Chelsea,05/22/2009,"Young Byunn, Benjamin Fox","Adam Stupak, Benjamin Fox",Retail Leasing,07/01/2009,Winick Realty Group,Winick Realty Group,,,
6398,461 Broome Street,,Rudy's Music and Guitar Shop,,Manhattan,2400,,,Soho,05/22/2009,"David Barreto, Beth Chase",,Retail Leasing,07/01/2009,Cast Iron Real Estate,,,,
6399,805 Third Avenue,,Ristorante DeGrezia,Cohen Brothers Realty,Manhattan,2200,,,Midtown East,05/22/2009,,"Faith Hope Consolo, Joseph Aquino",Retail Leasing,07/01/2009,Valensi Realty,Douglas Elliman,,,
6400,780 Madison Avenue,,Paul DuMont Estate Jewelry,,Manhattan,450,,,,,,,,,,,,,
6401,,,,,,,,,,,,,,,,,,,
6402,,,,,,,,,,,,,,,,,,,
6403,,,,,,,,,,,,,,,,,,,
6404,,,,,,,,,,,,,,,,,,,
6405,,,,,,,,,,,,,,,,,,,
6406,,,,,,,,,,,,,,,,,,,
6407,,,,,,,,,,,,,,,,,,,
6408,,,,,,,,,,,,,,,,,,,
6409,,,,,,,,,,,,,,,,,,,
6410,,,,,,,,,,,,,,,,,,,
6411,,,,,,,,,,,,,,,,,,,
6412,,,,,,,,,,,,,,,,,,,
6413,,,,,,,,,,,,,,,,,,,
6414,,,,,,,,,,,,,,,,,,,
6415,,,,,,,,,,,,,,,,,,,
6416,,,,,,,,,,,,,,,,,,,
6417,,,,,,,,,,,,,,,,,,,
6418,,,,,,,,,,,,,,,,,,,
6419,,,,,,,,,,,,,,,,,,,
6420,,,,,,,,,,,,,,,,,,,
6421,,,,,,,,,,,,,,,,,,,
6422,,,,,,,,,,,,,,,,,,,
6423,,,,,,,,,,,,,,,,,,,
6424,,,,,,,,,,,,,,,,,,,
6425,,,,,,,,,,,,,,,,,,,
6426,,,,,,,,,,,,,,,,,,,
6427,,,,,,,,,,,,,,,,,,,
6428,,,,,,,,,,,,,,,,,,,
6429,,,,,,,,,,,,,,,,,,,
6430,,,,,,,,,,,,,,,,,,,
6431,,,,,,,,,,,,,,,,,,,
6432,,,,,,,,,,,,,,,,,,,
6433,,,,,,,,,,,,,,,,,,,
6434,,,,,,,,,,,,,,,,,,,
6435,,,,,,,,,,,,,,,,,,,
6436,,,,,,,,,,,,,,,,,,,
6437,,,,,,,,,,,,,,,,,,,
6438,,,,,,,,,,,,,,,,,,,
6439,,,,,,,,,,,,,,,,,,,
6440,,,,,,,,,,,,,,,,,,,
6441,,,,,,,,,,,,,,,,,,,
6442,,,,,,,,,,,,,,,,,,,
6443,,,,,,,,,,,,,,,,,,,
6444,,,,,,,,,,,,,,,,,,,
6445,,,,,,,,,,,,,,,,,,,
6446,,,,,,,,,,,,,,,,,,,
6447,,,,,,,,,,,,,,,,,,,
6448,,,,,,,,,,,,,,,,,,,
6449,,,,,,,,,,,,,,,,,,,
6450,,,,,,,,,,,,,,,,,,,
6451,,,,,,,,,,,,,,,,,,,
6452,,,,,,,,,,,,,,,,,,,
6453,,,,,,,,,,,,,,,,,,,
6454,,,,,,,,,,,,,,,,,,,
6455,,,,,,,,,,,,,,,,,,,
6456,,,,,,,,,,,,,,,,,,,
6457,,,,,,,,,,,,,,,,,,,
6458,,,,,,,,,,,,,,,,,,,
6459,,,,,,,,,,,,,,,,,,,
6460,,,,,,,,,,,,,,,,,,,
6461,,,,,,,,,,,,,,,,,,,
6462,,,,,,,,,,,,,,,,,,,
6463,,,,,,,,,,,,,,,,,,,
6464,,,,,,,,,,,,,,,,,,,
6465,,,,,,,,,,,,,,,,,,,
6466,,,,,,,,,,,,,,,,,,,
6467,,,,,,,,,,,,,,,,,,,
6468,,,,,,,,,,,,,,,,,,,
6469,,,,,,,,,,,,,,,,,,,
6470,,,,,,,,,,,,,,,,,,,
6471,,,,,,,,,,,,,,,,,,,
6472,,,,,,,,,,,,,,,,,,,
6473,,,,,,,,,,,,,,,,,,,
6474,,,,,,,,,,,,,,,,,,,
6475,,,,,,,,,,,,,,,,,,,
6476,,,,,,,,,,,,,,,,,,,
6477,,,,,,,,,,,,,,,,,,,
6478,,,,,,,,,,,,,,,,,,,
6479,,,,,,,,,,,,,,,,,,,
6480,,,,,,,,,,,,,,,,,,,
6481,,,,,,,,,,,,,,,,,,,
6482,,,,,,,,,,,,,,,,,,,
6483,,,,,,,,,,,,,,,,,,,
6484,,,,,,,,,,,,,,,,,,,
6485,,,,,,,,,,,,,,,,,,,
6486,,,,,,,,,,,,,,,,,,,
6487,,,,,,,,,,,,,,,,,,,
6488,,,,,,,,,,,,,,,,,,,
6489,,,,,,,,,,,,,,,,,,,
6490,,,,,,,,,,,,,,,,,,,
6491,,,,,,,,,,,,,,,,,,,
6492,,,,,,,,,,,,,,,,,,,
6493,,,,,,,,,,,,,,,,,,,
6494,,,,,,,,,,,,,,,,,,,
6495,,,,,,,,,,,,,,,,,,,
6496,,,,,,,,,,,,,,,,,,,
6497,,,,,,,,,,,,,,,,,,,
6498,,,,,,,,,,,,,,,,,,,
6499,,,,,,,,,,,,,,,,,,,
6500,235 Utica Avenue,,Unique Salon,Renaissance Realty Group,Brooklyn,560,,,Crown Heights,03/17/2009,Gabriel Betesh,Adir Cohen,Retail Leasing,05/01/2009,,Renaissance Realty Group,,,
6501,450 West 33rd Street,,Tour De France Group,Broadway Partners,Manhattan,15000,,,Penn Plaza,02/20/2009,Fred Klein,John Harding,Retail Leasing,04/01/2009,KGW Associates,RKF,,,
6502,152-158 West 26th Street,,Chelsea View,Infinity Capital Management,Manhattan,7000,,,Chelsea,02/20/2009,,,Retail Leasing,04/01/2009,,,,,
6503,560 Broadway,,Escada,Jeff Sutton,Manhattan,7000,,,Soho,02/20/2009,,,Retail Leasing,04/01/2009,,,,,
6504,501 Seventh Avenue,,Chipotle Mexican Grill,W&H Properties,Manhattan,4824,,,Garment District,02/20/2009,"Jeffrey Roseman, Kenneth Hochhauser","Fred Posniak, Andrew Goldberg, Eric Gelber, Matthew Chmielecki",Retail Leasing,04/01/2009,Newmark Grubb Knight Frank,"W&H Properties, CBRE",,,
6505,141 Fifth Avenue,,Cole Haan,"SL Green Realty, Jeff Sutton",Manhattan,3200,,,Flatiron,02/20/2009,Joanne Podell,,Retail Leasing,04/01/2009,Cushman & Wakefield,In-house,,,
6506,455 West Broadway,,Think Pink Spa,137 Wooster Street,Manhattan,2800,,,Soho,02/20/2009,Steve Rappaport,Steve Rappaport,Retail Leasing,04/01/2009,Sinvin Real Estate,Sinvin Real Estate,,,
6507,463 Seventh Avenue,,Ice Cube Apparel,,Manhattan,2483,,,Garment District,02/20/2009,David Levy,David Levy,Retail Leasing,04/01/2009,Adams & Company,Adams & Company,,,
6508,298 Bleecker Street,,Zpizza,290 Bleecker Realty,Manhattan,2257,,,West Village,02/20/2009,Steve Rappaport,Steve Rappaport,Retail Leasing,04/01/2009,Sinvin Real Estate,Sinvin Real Estate,,,
6509,463 Seventh Avenue,,Woody's Racquet Stringers II,,Manhattan,2022,,,Garment District,02/20/2009,Stephen Berlinner,David Levy,Retail Leasing,04/01/2009,Savills Studley,Adams & Company,,,
6510,20 Thompson Street,,,I & E Little Green House,Manhattan,2000,,,Soho,02/20/2009,,Alex Gradassi,Retail Leasing,04/01/2009,NY International Properties Corporation,Vertex Realty Group,,,
6511,610 10th Avenue,,Grace Wine & Spirits,Chatham Development,Manhattan,1715,,,Clinton,02/20/2009,Yancy Foster,"Steven Baker, Zachary Fox",Retail Leasing,04/01/2009,Pan Brother Associates,Winick Realty Group,,,
6512,601 Eighth Avenue,,RHX Stores,Volunteers of America,Manhattan,1500,,,Hudson Yards,02/20/2009,Richard Smith,Richard Smith,Retail Leasing,04/01/2009,Winick Realty Group,Winick Realty Group,,,
6513,2302 Adam Clayton Powell Boulevard,,Harlem Discount Liquors and Wine,AIMCO,Manhattan,1322,,,Central Harlem,02/20/2009,,"Henry Goldfarb, Stanley Lindenfeld",Retail Leasing,04/01/2009,,Grubb & Ellis,,,
6514,2113 Frederick Douglass Boulevard,,Questan Seafood Lounge,Tahl Propp Equities,Manhattan,1000,,,Central Harlem,02/20/2009,Lyn Singleton,"Faith Hope Consolo, Joseph Aquino, Arthur Maglio",Retail Leasing,04/01/2009,Singleton Realty Group,Douglas Elliman,,,
6515,511 East 12th Street,,,Cooper Square Realty,Manhattan,1000,,,East Village,02/20/2009,Ryan Magner,,Retail Leasing,04/01/2009,New York Commercial Real Estate Services,,,,
6516,2252 Adam Clayton Powell Boulevard,,Richards Food Service,AIMCO,Manhattan,940,,,Central Harlem,02/20/2009,,"Henry Goldfarb, Stanley Lindenfeld",Retail Leasing,04/01/2009,,Grubb & Ellis,,,
6517,625 Madison Avenue,,Dalyah,SL Green Realty,Manhattan,741,,,Plaza District,02/20/2009,Sylvia Haddad,"Jeffrey Roseman, Gregg Gropper",Retail Leasing,04/01/2009,Lansco,Newmark Grubb Knight Frank,,,
6518,105 Chambers Street,,Chambers Pizza,Church Street Retail Properties,Manhattan,600,,,Tribeca,02/20/2009,Jesse Najjar,John Serabian,Retail Leasing,04/01/2009,New York Commercial Real Estate Services,MLBKaye International,,,
6519,125 East 7th Street,,VBoutique LLC,,Manhattan,450,,,East Village,02/20/2009,Julia Volpe,Jordan Spiegel,Retail Leasing,04/01/2009,CitySites Commercial Group,Sunburst Advisors,,,
6520,280 Mulberry Street,,,,Manhattan,450,,,Nolita,02/20/2009,Ken Brandman,,Retail Leasing,04/01/2009,New York Commercial Real Estate Services,,,,
6521,87 East 42nd Street,,LittleMissMatched,,Manhattan,400,,,Grand Central,02/20/2009,,,Retail Leasing,04/01/2009,,,,,
6522,947 Columbus Avenue,,Johal Deli Corporation,EJ's Bucket Buddies,Manhattan,304,,,Upper West Side,02/20/2009,Ted Brown,Matthew Mager,Retail Leasing,04/01/2009,Besen & Associates,Besen & Associates,,,
6523,2030 Broadway,,Screme,Ormonde Equities,Manhattan,150,,,Lincoln Square,02/20/2009,Neal Ohm,Neal Ohm,Retail Leasing,04/01/2009,CitySites Commercial Group,CitySites Commercial Group,,,
6524,281 West Fordham Road,,Dallas BBQ,DRBX Holdings,Bronx,30000,,,University Heights,02/15/2009,Barry Fields,Barry Fields,Retail Leasing,04/01/2009,,City Connections Realty,,,
6525,281 West 230th Street,,TD Bank,291 W. 230 Realty LLC,Bronx,20000,,,Kingsbridge,02/15/2009,Richard Senior,,Retail Leasing,04/01/2009,,ABS Partners Real Estate,,,
6526,32-70 41st Street,,Entenmanns Sales Co.,32-80 41st StreetLLC,Queens,5690,,,Sunnyside,02/15/2009,"Alan Weisman, Stuart Siegel",,Retail Leasing,04/01/2009,,,,,
6527,30-33 Steinway Street,,Pure Nature,Jenel Management Corp.,Queens,5000,,,Astoria,02/15/2009,"Marc Durst, Doug Weinstein","Marc Durst, David Weinstein",Retail Leasing,04/01/2009,,,,,
6528,52A West Burnside Avenue,,Premier RX,,Bronx,1200,,,Morris Heights,02/15/2009,Rick Stassa,Rick Stassa,Retail Leasing,04/01/2009,,NAI Friedland,,,
6529,235 Utica Avenue,,Hair Maxx,Renaissance Realty Group,Brooklyn,800,,,Crown Heights,02/15/2009,Gabriel Betesh,Adir Cohen,Retail Leasing,04/01/2009,,Renaissance Realty Group,,,
6530,4264 White Plains Road,,Jamaica National Money Transfer,ACF Windward I LLC,Bronx,780,,,Wakefield,02/15/2009,Elliott Dweck,Matthew Mager,Retail Leasing,04/01/2009,,,,,
6531,235 Utica Avenue,,Computer Zone NYC,Renaissance Realty Group,Brooklyn,650,,,Crown Heights,02/15/2009,Gabriel Betesh,Adir Cohen,Retail Leasing,04/01/2009,,Renaissance Realty Group,,,
6532,2052 Wallace Avenue,,,BLDG Management,Bronx,510,,,Bronxdale,02/15/2009,"T. Brown, Elliott Dweck",Matthew Mager,Retail Leasing,04/01/2009,,,,,
6533,1350 Broadway,,Duane Reade,1350 Broadway Associates,Manhattan,13700,,,Garment District,01/20/2009,"Jeff Winick, Ann La Centra",Andrew Goldberg,Retail Leasing,03/01/2009,Winick Realty Group,CBRE,,,
6534,1275 Broadway,,A&E Stores,R&M Realty Associates,Manhattan,11250,,,Penn Plaza,01/20/2009,,,Retail Leasing,03/01/2009,M.C. O'Brien,,,,
6535,1241 Lexington Avenue,,CVS Caremark,145 East 84th Street,Manhattan,7785,,,Upper East Side,01/20/2009,,"Gary Schwartzman, Robert Yaffa, Wayne Van Aken",Retail Leasing,03/01/2009,,Grubb & Ellis,,,
6536,77 Seventh Avenue,,Duane Reade,Vermeer Owners,Manhattan,6089,,,Chelsea,01/20/2009,"Jeff Winick, Ann La Centra",Laura Krasner,Retail Leasing,03/01/2009,Winick Realty Group,Orsid Realty,,,
6537,1221 Sixth Avenue,,Forty Eight,Rockefeller Group,Manhattan,5500,,,Times Square,01/20/2009,Kim Mogull,"Kim Mogull, Edward Guiltinan, Beth Dreyfuss",Retail Leasing,03/01/2009,Mogull Realty,"Mogull Realty, RockefellerDevelopment",,,
6538,1135 Second Avenue,,My Gym Children's Fitness Center,Atlantic Development Group,Manhattan,2500,,,Lenox Hill,01/20/2009,,Brett Weinblatt,Retail Leasing,03/01/2009,Newmark Grubb Knight Frank,RKF,,,
6539,261 West 36th Street,,NY Fashion & Dress,,Manhattan,2000,,,Garment District,01/20/2009,"Roy Somwaru, Christopher Okada",Matthew Mandell,Retail Leasing,03/01/2009,Okada & Company,Newmark Grubb Knight Frank,,,
6540,54 Pine Street,,Pine Gourmet Café,Arlene & Arnold Goldstein Family Foundation,Manhattan,2000,,,Financial District,01/20/2009,Craig Slosberg,"Craig Slosberg, T.J. Muncan",Retail Leasing,03/01/2009,T.J. Muncan Group,Newmark Grubb Knight Frank,,,
6541,13 Saint Marks Place,,Pho 32,Gioia Realty,Manhattan,2000,,,East Village,01/20/2009,Yohan Choi,Anthony Gioia,Retail Leasing,03/01/2009,Up & Up Realty,Gioia Realty,,,
6542,501 West 170th Street,,RV Bubble Zone,Tumbles,Manhattan,1771,,,Washington Heights,01/20/2009,Adam Caplan,"Matthew Mager, Elliott Dweck",Retail Leasing,03/01/2009,Besen & Associates,Besen & Associates,,,
6543,154 Bleecker Street,,Otarian,Broad Street Development,Manhattan,1600,,,Greenwich Village,01/20/2009,Matt Cohen,"Matthew Gorman, Joshua Gettler",Retail Leasing,03/01/2009,Roger Eulau Group,New Street Realty Advisors,,,
6544,279 West 125th Street,,Duane Reade,Matthew Adam Properties,Manhattan,1500,,,Central Harlem,01/20/2009,"Jeff Winick, Ann La Centra","Jeff Winick, Ann La Centra",Retail Leasing,03/01/2009,Winick Realty Group,Winick Realty Group,,,
6545,681 Lexington Avenue,,Café Metro,Meringoff Properties,Manhattan,1500,,,Plaza District,01/20/2009,"Steven Baker, Jeff Winick",,Retail Leasing,03/01/2009,Winick Realty Group,In-house,,,
6546,1397 Third Avenue,,Serenity Day Spa,INT Realty,Manhattan,1400,,,Yorkville,01/20/2009,"D. Kriss, A. Kriss","D. Kriss, A. Kriss",Retail Leasing,03/01/2009,David S. Kriss Realty,David S. Kriss Realty,,,
6547,63 East 8th Street,,Aerosoles,Uniway Partners,Manhattan,1400,,,Greenwich Village,01/20/2009,Bruce Spiegel,Bruce Spiegel,Retail Leasing,03/01/2009,Rose Associates,Rose Associates,,,
6548,60 University Place,,Recess,,Manhattan,1300,,,Greenwich Village,01/20/2009,Joseph Isa,"Jeffrey Roseman, Todd Maurer",Retail Leasing,03/01/2009,Winick Realty Group,Newmark Grubb Knight Frank,,,
6549,5 East 22nd Street,,Pearle Vision Center,,Manhattan,1300,,,Flatiron,01/20/2009,,Bruce Spiegel,Retail Leasing,03/01/2009,DiMucci Partners,Rose Associates,,,
6550,116 East 57th Street,,Innervision Career Advisors,Morgan Read 57th,Manhattan,1300,,,Plaza District,01/20/2009,"Michael Gleicher, Adrienne Shea","Michael Gleicher, Adrienne Shea",Retail Leasing,03/01/2009,Winick Realty Group,Winick Realty Group,,,
6551,120 Christopher Street,,,,Manhattan,1200,,,West Village,01/20/2009,Ken Brandman,Harvey Bojarsky,Retail Leasing,03/01/2009,New York Commercial Real Estate Services,Croman Real Estate,,,
6552,75 Franklin Street,,Billy's Bakery,75 Franklin Development Corporation,Manhattan,1200,,,Tribeca,01/20/2009,,Mickey Lung,Retail Leasing,03/01/2009,Esther Lixenberg Real Estate,Newave Realty,,,
6553,328 East 94th Street,,Image 94 Nail Salon,S&E Management Associates,Manhattan,1000,,,Yorkville,01/20/2009,,Joshua Salon,Retail Leasing,03/01/2009,,Salon Realty,,,
